,TweetID,CreationTime,Followers,Followed,GeoTagged,TotalTweets,TwitterAge,nHashTags,nMentions,nUrls,Verified,Label,nRetweets,nLikes,DeltaSeconds
1030,451189037974700034,Wed Apr 02 02:47:04 +0000 2014,362,186,False,34038,2276,2,1,0,False,sympathy_and_emotional_support,1,0,339
1032,451189042197983232,Wed Apr 02 02:47:05 +0000 2014,6741,1386,False,10052,2903,1,1,0,True,displaced_people_and_evacuations,8,0,340
1033,451189043540135937,Wed Apr 02 02:47:05 +0000 2014,26,141,True,298,3371,2,1,0,False,other_useful_information,172,0,340
1035,451189043712524288,Wed Apr 02 02:47:05 +0000 2014,979,599,False,31427,2036,2,2,0,False,sympathy_and_emotional_support,47,0,340
1037,451189049923891201,Wed Apr 02 02:47:06 +0000 2014,14895,230,True,17749,2684,2,0,1,False,not_related_or_irrelevant,0,0,341
1038,451189050087464960,Wed Apr 02 02:47:06 +0000 2014,372,87,True,70350,1840,2,2,0,False,injured_or_dead_people,148,0,341
1039,451189051824304128,Wed Apr 02 02:47:07 +0000 2014,2042,1586,False,54589,2563,2,1,1,False,sympathy_and_emotional_support,362,0,342
1040,451189055649112064,Wed Apr 02 02:47:08 +0000 2014,3284,1063,False,109703,2610,4,1,0,False,other_useful_information,28,0,343
1043,451189062658174978,Wed Apr 02 02:47:09 +0000 2014,316,309,False,16066,3202,2,1,1,False,sympathy_and_emotional_support,1,0,344
1046,451189063798624256,Wed Apr 02 02:47:10 +0000 2014,127085,9741,True,202804,3315,3,1,0,True,sympathy_and_emotional_support,21,0,345
1047,451189066449432576,Wed Apr 02 02:47:10 +0000 2014,1205,1699,True,52067,2665,0,1,0,False,other_useful_information,86,0,345
1048,451189066940182528,Wed Apr 02 02:47:10 +0000 2014,4905,690,True,554476,3194,2,1,0,False,injured_or_dead_people,4,0,345
1049,451189068311695360,Wed Apr 02 02:47:11 +0000 2014,3967,1106,True,24186,2598,1,1,0,True,other_useful_information,8,0,346
1050,451189071037997057,Wed Apr 02 02:47:11 +0000 2014,106,1078,False,5251,1531,2,1,0,False,other_useful_information,172,0,346
1051,451189072200208385,Wed Apr 02 02:47:12 +0000 2014,3552,2934,False,89570,3308,1,1,0,False,other_useful_information,122,0,347
1052,451189073760505856,Wed Apr 02 02:47:12 +0000 2014,1551,1979,False,148256,3006,0,1,0,False,not_related_or_irrelevant,86,0,347
1053,451189075219709952,Wed Apr 02 02:47:12 +0000 2014,41837,664,True,19265,2182,1,0,0,True,caution_and_advice,83,16,347
1054,451189078218661888,Wed Apr 02 02:47:13 +0000 2014,106,103,False,413,3193,4,0,1,False,caution_and_advice,0,0,348
1055,451189078336094209,Wed Apr 02 02:47:13 +0000 2014,2989,1717,False,41808,1547,3,0,1,False,other_useful_information,0,0,348
1056,451189079007588352,Wed Apr 02 02:47:13 +0000 2014,398,596,True,73514,3799,1,1,1,False,sympathy_and_emotional_support,281,0,348
1057,451189080831713280,Wed Apr 02 02:47:14 +0000 2014,1200,2,False,59754,2630,2,0,1,False,not_related_or_irrelevant,0,0,349
1058,451189083734540288,Wed Apr 02 02:47:14 +0000 2014,239004,551,True,290422,3357,2,1,0,True,not_related_or_irrelevant,1,0,349
1060,451189086347198464,Wed Apr 02 02:47:15 +0000 2014,60908,33703,False,493631,3117,1,3,0,False,other_useful_information,7,0,350
1061,451189086653779969,Wed Apr 02 02:47:15 +0000 2014,3637,397,False,14413,3206,1,1,0,False,other_useful_information,0,0,350
1062,451189086997716992,Wed Apr 02 02:47:15 +0000 2014,451,442,False,5561,3344,3,0,1,False,other_useful_information,0,0,350
1063,451189087350059008,Wed Apr 02 02:47:15 +0000 2014,3153,338,False,15053,3363,1,1,0,False,not_related_or_irrelevant,1,1,350
1065,451189087589138432,Wed Apr 02 02:47:15 +0000 2014,99,58,False,1434,2208,1,0,0,False,other_useful_information,0,0,350
1066,451189088276983809,Wed Apr 02 02:47:15 +0000 2014,1348,205,False,2564,3206,1,1,0,False,other_useful_information,0,0,350
1067,451189089061326848,Wed Apr 02 02:47:16 +0000 2014,1253,297,False,2457,3206,1,1,0,False,caution_and_advice,0,0,351
1068,451189089279016960,Wed Apr 02 02:47:16 +0000 2014,4105,3950,False,263799,1936,2,1,0,False,sympathy_and_emotional_support,172,0,351
1069,451189090818334720,Wed Apr 02 02:47:16 +0000 2014,5320,2228,False,4663,1784,2,1,1,False,sympathy_and_emotional_support,124,0,351
1070,451189091359408129,Wed Apr 02 02:47:16 +0000 2014,2655,887,False,8866,3175,2,2,1,False,not_related_or_irrelevant,149,0,351
1072,451189098708205568,Wed Apr 02 02:47:18 +0000 2014,193,561,True,20577,3310,1,1,1,False,sympathy_and_emotional_support,281,0,353
1073,451189099211534336,Wed Apr 02 02:47:18 +0000 2014,2444,83,False,13917,3508,3,1,1,False,displaced_people_and_evacuations,3,0,353
1074,451189100918235137,Wed Apr 02 02:47:19 +0000 2014,10495,10711,False,112203,3461,2,1,0,False,sympathy_and_emotional_support,9,0,354
1075,451189101853949954,Wed Apr 02 02:47:19 +0000 2014,13245,14317,False,190005,1826,3,1,0,False,other_useful_information,0,0,354
1076,451189105087352832,Wed Apr 02 02:47:20 +0000 2014,723,650,True,7005,2237,1,1,1,False,caution_and_advice,3,0,355
1077,451189106912264192,Wed Apr 02 02:47:20 +0000 2014,5181,4254,True,9792,1629,1,1,0,False,sympathy_and_emotional_support,68,0,355
1078,451189108291796992,Wed Apr 02 02:47:20 +0000 2014,180,345,False,2124,2279,1,3,0,False,displaced_people_and_evacuations,0,0,355
1079,451189108296007680,Wed Apr 02 02:47:20 +0000 2014,2338,180,False,9432,3384,3,0,0,False,other_useful_information,0,0,355
1080,451189109147860993,Wed Apr 02 02:47:20 +0000 2014,416,964,False,2167,1937,1,3,0,False,sympathy_and_emotional_support,40,0,355
1081,451189109357559808,Wed Apr 02 02:47:21 +0000 2014,3282,983,False,98190,2635,2,1,0,False,other_useful_information,0,0,356
1083,451189113975480320,Wed Apr 02 02:47:22 +0000 2014,305,341,False,19614,3357,1,1,1,False,infrastructure_and_utilities_damage,155,0,357
1085,451189116411994112,Wed Apr 02 02:47:22 +0000 2014,24,85,False,116,2201,2,2,0,False,other_useful_information,148,0,357
1087,451189118513741824,Wed Apr 02 02:47:23 +0000 2014,198,974,False,19862,1687,1,2,0,False,sympathy_and_emotional_support,15,0,358
1088,451189118790156288,Wed Apr 02 02:47:23 +0000 2014,443,1875,False,15748,3288,3,0,0,False,sympathy_and_emotional_support,82,0,358
1089,451189119138271233,Wed Apr 02 02:47:23 +0000 2014,660,914,True,5517,2120,3,1,0,False,caution_and_advice,0,0,358
1090,451189124007874560,Wed Apr 02 02:47:24 +0000 2014,2000,4522,True,80847,1619,1,1,0,False,other_useful_information,68,0,359
1091,451189124037607424,Wed Apr 02 02:47:24 +0000 2014,2141,110,True,53142,3403,1,0,0,False,other_useful_information,0,1,359
1092,451189124498587648,Wed Apr 02 02:47:24 +0000 2014,84,243,True,3728,2036,1,1,1,False,caution_and_advice,128,0,359
1094,451189125631062016,Wed Apr 02 02:47:24 +0000 2014,5327,677,True,16677,2718,1,0,0,True,other_useful_information,1,0,359
1095,451189129145876480,Wed Apr 02 02:47:25 +0000 2014,10549,117,False,32113,3316,1,0,0,True,caution_and_advice,3,1,360
1097,451189133285670912,Wed Apr 02 02:47:26 +0000 2014,262,757,True,19192,2603,1,1,0,False,sympathy_and_emotional_support,122,0,361
1098,451189134485229568,Wed Apr 02 02:47:27 +0000 2014,825,829,False,47559,2092,1,1,0,False,other_useful_information,122,0,362
1099,451189135915884544,Wed Apr 02 02:47:27 +0000 2014,685,1196,True,13069,2278,4,0,0,False,other_useful_information,0,0,362
1100,451189136599162880,Wed Apr 02 02:47:27 +0000 2014,75,335,True,7321,2073,2,2,0,False,other_useful_information,148,0,362
1101,451189139179048961,Wed Apr 02 02:47:28 +0000 2014,311,1330,True,8960,2195,2,1,1,False,not_related_or_irrelevant,362,0,363
1102,451189142928371712,Wed Apr 02 02:47:29 +0000 2014,163,367,True,2892,3384,0,1,0,False,caution_and_advice,86,0,364
1103,451189143637610496,Wed Apr 02 02:47:29 +0000 2014,70,267,True,732,3325,1,1,1,False,sympathy_and_emotional_support,281,0,364
1104,451189145596354560,Wed Apr 02 02:47:29 +0000 2014,6622,602,True,142714,3252,1,1,0,False,sympathy_and_emotional_support,122,0,364
1105,451189146779152384,Wed Apr 02 02:47:29 +0000 2014,1100,988,True,14057,3371,1,1,1,False,sympathy_and_emotional_support,54,0,364
1106,451189147618004992,Wed Apr 02 02:47:30 +0000 2014,228,415,True,1232,3273,3,1,0,False,caution_and_advice,9,0,365
1108,451189148859498497,Wed Apr 02 02:47:30 +0000 2014,405,2359,False,5078,3097,1,1,0,False,other_useful_information,122,0,365
1111,451189150499504128,Wed Apr 02 02:47:30 +0000 2014,595,538,False,187866,2482,1,1,1,False,not_related_or_irrelevant,22,0,365
1112,451189151439011841,Wed Apr 02 02:47:31 +0000 2014,2525,975,True,176297,3262,2,1,0,False,other_useful_information,172,0,366
1113,451189154466910208,Wed Apr 02 02:47:31 +0000 2014,17,62,True,350,3242,1,2,0,False,other_useful_information,10,0,366
1115,451189157516177408,Wed Apr 02 02:47:32 +0000 2014,1842,516,True,59116,2891,0,1,0,False,other_useful_information,86,0,367
1116,451189161283039232,Wed Apr 02 02:47:33 +0000 2014,379,280,False,5241,1534,4,1,1,False,caution_and_advice,1,0,368
1117,451189163103387648,Wed Apr 02 02:47:33 +0000 2014,6736,2376,True,33814,2930,0,1,0,True,caution_and_advice,83,0,368
1118,451189164412006401,Wed Apr 02 02:47:34 +0000 2014,1144,592,False,31430,3269,1,1,1,False,not_related_or_irrelevant,281,0,369
1119,451189165376299008,Wed Apr 02 02:47:34 +0000 2014,2969,1564,False,18778,3365,1,1,0,False,sympathy_and_emotional_support,22,0,369
1120,451189166760792065,Wed Apr 02 02:47:34 +0000 2014,370,48,True,68547,2590,4,1,0,False,sympathy_and_emotional_support,28,0,369
1122,451189170342723584,Wed Apr 02 02:47:35 +0000 2014,892,1340,False,1104,3230,2,1,0,False,sympathy_and_emotional_support,0,0,370
1123,451189170741190656,Wed Apr 02 02:47:35 +0000 2014,61771,1862,True,4298,2852,4,0,0,False,not_related_or_irrelevant,0,1,370
1125,451189173123567617,Wed Apr 02 02:47:36 +0000 2014,104501,1216,False,34113,3344,0,1,0,False,not_related_or_irrelevant,83,0,371
1126,451189174377254913,Wed Apr 02 02:47:36 +0000 2014,1474,1957,True,9472,3364,0,1,0,False,caution_and_advice,83,0,371
1127,451189176004640768,Wed Apr 02 02:47:36 +0000 2014,930,1104,True,3643,2340,2,2,1,False,not_related_or_irrelevant,149,0,371
1128,451189176734474241,Wed Apr 02 02:47:37 +0000 2014,28,83,False,3438,2730,2,1,1,False,sympathy_and_emotional_support,44,0,372
1129,451189178282549248,Wed Apr 02 02:47:37 +0000 2014,2993,4996,False,142175,3678,1,1,0,False,caution_and_advice,5,0,372
1130,451189179255631872,Wed Apr 02 02:47:37 +0000 2014,137,1174,False,5460,2587,2,2,0,False,other_useful_information,148,0,372
1131,451189179913740288,Wed Apr 02 02:47:37 +0000 2014,1803,2102,True,7618,3301,2,0,1,False,sympathy_and_emotional_support,0,1,372
1135,451189187199238144,Wed Apr 02 02:47:39 +0000 2014,454,1768,True,12946,3281,0,1,0,False,other_useful_information,83,0,374
1136,451189188344295424,Wed Apr 02 02:47:39 +0000 2014,141,123,False,5427,2978,4,0,1,False,other_useful_information,0,0,374
1137,451189193692020736,Wed Apr 02 02:47:41 +0000 2014,1711,2708,True,104947,3930,1,1,0,False,injured_or_dead_people,122,0,376
1142,451189197324701698,Wed Apr 02 02:47:42 +0000 2014,379,280,False,5241,1534,4,1,0,False,injured_or_dead_people,5,0,377
1144,451189198490316800,Wed Apr 02 02:47:42 +0000 2014,12168,13253,False,374263,1919,10,1,1,False,sympathy_and_emotional_support,82,0,377
1145,451189199262060544,Wed Apr 02 02:47:42 +0000 2014,1289,1831,False,2398,1889,2,0,0,False,other_useful_information,0,1,377
1146,451189199526305792,Wed Apr 02 02:47:42 +0000 2014,3608,741,True,111736,2458,0,1,0,False,caution_and_advice,86,0,377
1147,451189201644822528,Wed Apr 02 02:47:43 +0000 2014,6062,5337,True,144062,2241,3,1,0,False,displaced_people_and_evacuations,9,0,378
1148,451189203888390144,Wed Apr 02 02:47:43 +0000 2014,153,290,True,1409,2304,0,1,0,False,other_useful_information,86,0,378
1149,451189204161400833,Wed Apr 02 02:47:43 +0000 2014,175598,3955,True,39270,3599,1,1,0,True,sympathy_and_emotional_support,3,0,378
1150,451189206228795392,Wed Apr 02 02:47:44 +0000 2014,14477,2950,True,44283,3278,1,1,0,False,other_useful_information,57,0,379
1152,451189208708050944,Wed Apr 02 02:47:44 +0000 2014,83,190,False,19,3307,1,1,0,False,not_related_or_irrelevant,314,0,379
1154,451189210821558272,Wed Apr 02 02:47:45 +0000 2014,698,712,False,189651,3374,2,1,0,False,not_related_or_irrelevant,2,0,380
1155,451189218434220032,Wed Apr 02 02:47:47 +0000 2014,723,650,True,7005,2237,2,2,0,False,not_related_or_irrelevant,20,0,382
1156,451189219004645376,Wed Apr 02 02:47:47 +0000 2014,58,71,False,218,2978,3,0,0,False,sympathy_and_emotional_support,0,0,382
1157,451189219034021889,Wed Apr 02 02:47:47 +0000 2014,2151,1852,False,69870,2557,1,1,1,False,sympathy_and_emotional_support,281,0,382
1159,451189221194076160,Wed Apr 02 02:47:47 +0000 2014,95,839,True,4075,2385,2,1,0,False,donation_needs_or_offers_or_volunteering_services,0,0,382
1160,451189221500280832,Wed Apr 02 02:47:47 +0000 2014,370,315,True,28699,2539,2,1,0,False,sympathy_and_emotional_support,12,0,382
1161,451189221806854144,Wed Apr 02 02:47:47 +0000 2014,135,293,False,19424,3099,2,2,1,False,caution_and_advice,10,0,382
1162,451189221924306944,Wed Apr 02 02:47:47 +0000 2014,183,392,True,5904,2869,2,1,0,False,sympathy_and_emotional_support,172,0,382
1164,451189223966511104,Wed Apr 02 02:47:48 +0000 2014,540,410,True,72241,3274,1,1,0,False,caution_and_advice,122,0,383
1167,451189229276909568,Wed Apr 02 02:47:49 +0000 2014,376,403,True,4438,2465,1,1,0,False,sympathy_and_emotional_support,122,0,384
1168,451189229352001539,Wed Apr 02 02:47:49 +0000 2014,4392,3498,True,9478,2234,1,2,1,False,sympathy_and_emotional_support,3,0,384
1169,451189231344316416,Wed Apr 02 02:47:50 +0000 2014,2524,2750,False,190870,2778,2,1,0,False,other_useful_information,96,0,385
1170,451189231457533953,Wed Apr 02 02:47:50 +0000 2014,68,114,False,82,2093,2,2,1,False,not_related_or_irrelevant,149,0,385
1171,451189231478931456,Wed Apr 02 02:47:50 +0000 2014,319,928,True,38195,3690,2,1,1,False,other_useful_information,362,0,385
1172,451189233496375296,Wed Apr 02 02:47:50 +0000 2014,16982,10814,False,240430,2579,1,0,0,False,injured_or_dead_people,0,0,385
1173,451189237535096832,Wed Apr 02 02:47:51 +0000 2014,770,538,True,28276,2001,1,1,0,False,infrastructure_and_utilities_damage,122,0,386
1176,451189241427419136,Wed Apr 02 02:47:52 +0000 2014,1122,1094,True,9456,1785,1,1,1,False,not_related_or_irrelevant,281,0,387
1177,451189241503289344,Wed Apr 02 02:47:52 +0000 2014,200,236,False,5733,3264,1,0,0,False,donation_needs_or_offers_or_volunteering_services,0,0,387
1178,451189242970910720,Wed Apr 02 02:47:53 +0000 2014,7033,378,True,3034,2508,1,1,0,False,sympathy_and_emotional_support,122,0,388
1179,451189243608829952,Wed Apr 02 02:47:53 +0000 2014,218,105,True,1741,2809,1,1,1,False,not_related_or_irrelevant,281,0,388
1180,451189244053454848,Wed Apr 02 02:47:53 +0000 2014,880,717,True,2270,3357,3,2,1,False,sympathy_and_emotional_support,27,0,388
1182,451189245101608961,Wed Apr 02 02:47:53 +0000 2014,3284,3326,False,142737,2998,1,0,1,False,other_useful_information,0,0,388
1183,451189246528090112,Wed Apr 02 02:47:53 +0000 2014,37245,200,False,6132,2098,1,0,0,True,not_related_or_irrelevant,15,2,388
1184,451189247802748928,Wed Apr 02 02:47:54 +0000 2014,119,407,True,2901,3362,2,1,0,False,sympathy_and_emotional_support,172,0,389
1185,451189248511598593,Wed Apr 02 02:47:54 +0000 2014,601,2095,True,3839,2627,2,2,0,False,other_useful_information,1,0,389
1188,451189252634996736,Wed Apr 02 02:47:55 +0000 2014,616,476,True,23267,3208,1,1,1,False,caution_and_advice,281,0,390
1189,451189254350438400,Wed Apr 02 02:47:55 +0000 2014,56,72,False,1557,1662,1,1,1,False,other_useful_information,63,0,390
1190,451189254350446592,Wed Apr 02 02:47:55 +0000 2014,286,788,True,3811,3295,1,1,1,False,sympathy_and_emotional_support,281,0,390
1191,451189254971219969,Wed Apr 02 02:47:55 +0000 2014,1189,1172,True,52402,3299,1,1,0,False,sympathy_and_emotional_support,122,0,390
1193,451189256678293504,Wed Apr 02 02:47:56 +0000 2014,980,1774,True,107822,3460,1,1,0,False,not_related_or_irrelevant,9,0,391
1194,451189257126703104,Wed Apr 02 02:47:56 +0000 2014,746,1166,False,65391,3368,2,2,1,False,other_useful_information,149,0,391
1195,451189262658981888,Wed Apr 02 02:47:57 +0000 2014,119,166,True,38843,3047,2,2,0,False,other_useful_information,148,0,392
1196,451189263925649408,Wed Apr 02 02:47:57 +0000 2014,1213,2457,True,2344,3362,2,2,1,False,not_related_or_irrelevant,149,0,392
1198,451189265020375040,Wed Apr 02 02:47:58 +0000 2014,7078,821,False,209181,2629,2,1,0,False,not_related_or_irrelevant,4,0,393
1201,451189268568756224,Wed Apr 02 02:47:58 +0000 2014,417,239,False,17073,2122,1,1,0,False,sympathy_and_emotional_support,122,0,393
1202,451189269575778305,Wed Apr 02 02:47:59 +0000 2014,286,547,True,4185,2985,2,1,1,False,other_useful_information,362,0,394
1205,451189275279646721,Wed Apr 02 02:48:00 +0000 2014,722,2689,True,23336,3670,2,1,0,False,other_useful_information,172,0,395
1207,451189279130411008,Wed Apr 02 02:48:01 +0000 2014,92,165,False,3631,2878,2,2,1,False,infrastructure_and_utilities_damage,149,0,396
1208,451189282850766849,Wed Apr 02 02:48:02 +0000 2014,4725,4480,False,96161,2531,1,1,0,False,sympathy_and_emotional_support,122,0,397
1209,451189283693789184,Wed Apr 02 02:48:02 +0000 2014,3387,3975,False,134528,1551,2,0,1,False,other_useful_information,0,0,397
1211,451189284650119168,Wed Apr 02 02:48:02 +0000 2014,1082,813,True,90515,2496,4,1,0,False,other_useful_information,28,0,397
1213,451189284817866752,Wed Apr 02 02:48:02 +0000 2014,391,39,False,3723,2717,1,1,0,False,not_related_or_irrelevant,0,0,397
1214,451189290731462657,Wed Apr 02 02:48:04 +0000 2014,142,386,False,10262,1853,1,1,0,False,other_useful_information,129,0,399
1215,451189290987696129,Wed Apr 02 02:48:04 +0000 2014,22092,789,False,11002,2275,2,1,1,True,sympathy_and_emotional_support,362,0,399
1216,451189293008945152,Wed Apr 02 02:48:04 +0000 2014,2791,377,False,97766,2541,1,1,0,False,other_useful_information,122,0,399
1217,451189294137622528,Wed Apr 02 02:48:05 +0000 2014,2364,2517,False,49631,2827,2,1,0,False,sympathy_and_emotional_support,172,0,400
1218,451189296016683008,Wed Apr 02 02:48:05 +0000 2014,4105,3950,False,263799,1936,1,1,0,False,other_useful_information,8,0,400
1219,451189297018699777,Wed Apr 02 02:48:05 +0000 2014,161,617,True,1647,2172,1,1,0,False,caution_and_advice,22,0,400
1220,451189297434333184,Wed Apr 02 02:48:05 +0000 2014,220,158,True,2008,2925,2,1,0,False,other_useful_information,12,0,400
1221,451189299204337665,Wed Apr 02 02:48:06 +0000 2014,4921,1901,True,14169,2234,0,1,0,False,other_useful_information,83,0,401
1222,451189299263062016,Wed Apr 02 02:48:06 +0000 2014,2005,1898,False,46836,3235,0,1,0,False,injured_or_dead_people,83,0,401
1223,451189299955105792,Wed Apr 02 02:48:06 +0000 2014,34228,15773,True,78545,3224,1,1,0,False,other_useful_information,2,0,401
1224,451189303251845120,Wed Apr 02 02:48:07 +0000 2014,394,171,False,122321,2932,2,2,0,False,other_useful_information,148,0,402
1226,451189304253902849,Wed Apr 02 02:48:07 +0000 2014,25588,4660,True,19771,3313,3,0,0,True,other_useful_information,3,0,402
1227,451189306837975040,Wed Apr 02 02:48:08 +0000 2014,46,7,False,44644,1770,2,1,1,False,other_useful_information,44,0,403
1229,451189318607175680,Wed Apr 02 02:48:10 +0000 2014,540,697,True,56871,3374,1,1,0,False,other_useful_information,0,0,405
1231,451189322188742656,Wed Apr 02 02:48:11 +0000 2014,6765,1096,True,41980,2946,1,1,0,True,caution_and_advice,0,0,406
1232,451189323358957568,Wed Apr 02 02:48:12 +0000 2014,80,81,True,1060,2693,1,1,1,False,displaced_people_and_evacuations,54,0,407
1233,451189325024481280,Wed Apr 02 02:48:12 +0000 2014,1434,1489,True,60945,3064,3,2,0,False,sympathy_and_emotional_support,90,0,407
1234,451189330934239232,Wed Apr 02 02:48:13 +0000 2014,108,444,False,4142,2057,2,2,0,False,caution_and_advice,148,0,408
1235,451189332942921728,Wed Apr 02 02:48:14 +0000 2014,181,38,True,1563,3455,2,0,1,False,other_useful_information,0,0,409
1236,451189334419709952,Wed Apr 02 02:48:14 +0000 2014,1603,2139,True,26058,3234,1,1,0,False,sympathy_and_emotional_support,5,0,409
1237,451189335304327168,Wed Apr 02 02:48:14 +0000 2014,5471,1608,True,74264,3194,2,1,1,False,not_related_or_irrelevant,362,0,409
1238,451189337141805056,Wed Apr 02 02:48:15 +0000 2014,9739,1886,True,9835,3329,1,1,0,False,sympathy_and_emotional_support,0,0,410
1239,451189338261307392,Wed Apr 02 02:48:15 +0000 2014,2653,2598,True,108178,2631,2,1,0,False,other_useful_information,172,0,410
1240,451189342611193856,Wed Apr 02 02:48:16 +0000 2014,49,321,True,1329,2699,7,0,0,False,not_related_or_irrelevant,0,0,411
1241,451189342627590145,Wed Apr 02 02:48:16 +0000 2014,6741,1386,False,10052,2903,2,2,0,True,other_useful_information,0,0,411
1242,451189343143862272,Wed Apr 02 02:48:16 +0000 2014,65,272,False,902,1823,1,1,1,False,caution_and_advice,281,0,411
1243,451189343260913664,Wed Apr 02 02:48:16 +0000 2014,442,1530,True,2425,2889,2,1,1,False,other_useful_information,362,0,411
1244,451189344942845952,Wed Apr 02 02:48:17 +0000 2014,80778,80629,True,97366,3184,1,1,0,False,sympathy_and_emotional_support,22,0,412
1245,451189346226302976,Wed Apr 02 02:48:17 +0000 2014,162,164,True,11032,2734,1,1,1,False,not_related_or_irrelevant,281,0,412
1248,451189348713910272,Wed Apr 02 02:48:18 +0000 2014,256,1099,True,3018,3461,1,1,0,False,sympathy_and_emotional_support,57,0,413
1249,451189354523000832,Wed Apr 02 02:48:19 +0000 2014,3292,309,True,44167,3229,1,1,0,False,displaced_people_and_evacuations,0,0,414
1250,451189354640076801,Wed Apr 02 02:48:19 +0000 2014,5120,4899,False,29896,2976,3,1,0,False,caution_and_advice,0,0,414
1251,451189355285970944,Wed Apr 02 02:48:19 +0000 2014,1405,1225,True,57678,2985,2,1,0,False,injured_or_dead_people,96,0,414
1252,451189358914068480,Wed Apr 02 02:48:20 +0000 2014,68,426,False,6425,1931,2,1,0,False,sympathy_and_emotional_support,172,0,415
1253,451189360810274817,Wed Apr 02 02:48:20 +0000 2014,1205,2116,False,39226,1818,3,0,0,False,caution_and_advice,82,0,415
1254,451189362127302656,Wed Apr 02 02:48:21 +0000 2014,84830,1213,False,20486,3000,1,1,0,True,caution_and_advice,15,0,416
1255,451189362340798464,Wed Apr 02 02:48:21 +0000 2014,172,239,True,15959,3126,1,1,0,False,other_useful_information,27,0,416
1257,451189364052074497,Wed Apr 02 02:48:21 +0000 2014,17,66,False,563,3274,2,0,1,False,other_useful_information,0,0,416
1259,451189366258679808,Wed Apr 02 02:48:22 +0000 2014,1196,593,False,40420,1630,2,1,1,False,not_related_or_irrelevant,3,0,417
1260,451189367084974080,Wed Apr 02 02:48:22 +0000 2014,1819,1526,True,15490,1618,2,0,0,False,other_useful_information,0,1,417
1261,451189367747252224,Wed Apr 02 02:48:22 +0000 2014,1197,2788,False,96977,3266,2,1,0,False,not_related_or_irrelevant,172,0,417
1262,451189372940222464,Wed Apr 02 02:48:23 +0000 2014,368939,1058,False,53667,3601,1,1,1,True,sympathy_and_emotional_support,281,0,418
1263,451189373753516032,Wed Apr 02 02:48:24 +0000 2014,18718,1740,True,9244,3412,1,1,0,False,other_useful_information,122,0,419
1264,451189374571384833,Wed Apr 02 02:48:24 +0000 2014,107913,5302,True,469572,3155,1,0,0,False,other_useful_information,5,1,419
1265,451189375041548288,Wed Apr 02 02:48:24 +0000 2014,1041,2683,True,11653,3195,2,1,1,False,sympathy_and_emotional_support,362,0,419
1266,451189379365892096,Wed Apr 02 02:48:25 +0000 2014,291,170,False,79758,2594,1,1,0,False,other_useful_information,48,0,420
1267,451189380942540802,Wed Apr 02 02:48:25 +0000 2014,3867,1660,True,34401,3457,0,1,0,False,sympathy_and_emotional_support,86,0,420
1270,451189383459532800,Wed Apr 02 02:48:26 +0000 2014,4265,4608,True,83471,2541,1,3,0,False,caution_and_advice,7,0,421
1271,451189383677239296,Wed Apr 02 02:48:26 +0000 2014,169,340,True,3956,2179,1,1,0,False,sympathy_and_emotional_support,15,0,421
1272,451189383715364865,Wed Apr 02 02:48:26 +0000 2014,82,254,False,401,3252,1,1,1,False,not_related_or_irrelevant,281,0,421
1273,451189387057823746,Wed Apr 02 02:48:27 +0000 2014,900043,196,True,337708,3307,1,0,1,True,other_useful_information,11,4,422
1274,451189390920794112,Wed Apr 02 02:48:28 +0000 2014,876,742,True,38926,2906,1,1,0,False,not_related_or_irrelevant,122,0,423
1275,451189391193800704,Wed Apr 02 02:48:28 +0000 2014,633,2658,True,9544,2078,2,1,0,False,other_useful_information,172,0,423
1276,451189394867630081,Wed Apr 02 02:48:29 +0000 2014,6765,1096,True,41980,2946,0,1,0,True,caution_and_advice,83,0,424
1277,451189396176658432,Wed Apr 02 02:48:29 +0000 2014,164,473,True,2009,1614,1,1,0,False,other_useful_information,15,0,424
1278,451189396432109568,Wed Apr 02 02:48:29 +0000 2014,158,227,True,9305,2235,2,1,0,False,sympathy_and_emotional_support,172,0,424
1279,451189398785114112,Wed Apr 02 02:48:30 +0000 2014,2200,973,True,80373,2804,1,1,0,False,not_related_or_irrelevant,22,0,425
1280,451189400576491520,Wed Apr 02 02:48:30 +0000 2014,379,280,False,5241,1534,7,1,1,False,other_useful_information,1,0,425
1281,451189402744930305,Wed Apr 02 02:48:30 +0000 2014,3867,1660,True,34401,3457,2,2,1,False,other_useful_information,149,0,425
1282,451189403688652800,Wed Apr 02 02:48:31 +0000 2014,1729,1849,True,58211,2453,1,1,0,False,other_useful_information,122,0,426
1283,451189409312817153,Wed Apr 02 02:48:32 +0000 2014,151,376,True,8857,1738,2,1,1,False,caution_and_advice,1,0,427
1285,451189418456805376,Wed Apr 02 02:48:34 +0000 2014,2993,4996,False,142175,3678,1,1,1,False,sympathy_and_emotional_support,281,0,429
1287,451189418989064192,Wed Apr 02 02:48:34 +0000 2014,4114,508,True,11678,2191,2,1,0,True,injured_or_dead_people,27,0,429
1291,451189430565359617,Wed Apr 02 02:48:37 +0000 2014,401,1686,True,9342,3199,1,1,1,False,not_related_or_irrelevant,281,0,432
1292,451189430943240192,Wed Apr 02 02:48:37 +0000 2014,7641,2005,False,8673,3391,4,1,0,True,sympathy_and_emotional_support,1,1,432
1293,451189431647481856,Wed Apr 02 02:48:38 +0000 2014,172,239,True,15959,3126,1,1,0,False,other_useful_information,11,0,433
